Movie_Title,Storyline,storyline_word_count,clean_storyline
Laufey's A Night at the Symphony: Hollywood Bowl,Anemone is a coming together movie about a biracial couple and the struggles they face in trying to be together. Only divine intervention could put forth a chain of events leading to a place where no one could have imagined.,40,anemone is a coming together movie about a biracial couple and the struggles they face in trying to be together only divine intervention could put forth a chain of events leading to a place where no one could have imagined
Rogue Cops: Pushed to the Limit,A socially awkward workaholic resigns on a whim and then contemplates her new future in a Groningen village full of eccentrics while wrapping the local bachelors around her finger.,29,a socially awkward workaholic resigns on a whim and then contemplates her new future in a groningen village full of eccentrics while wrapping the local bachelors around her finger
"Silent Night, Bloody Night 3: Descent","George Enescu, a brilliant composer and violinist, is at the peak of his career and wants to compose an opera. He falls in love with a princess, Maruca, who inspires and challenges him. She is fascinated by Enescu and his music.",41,george enescu a brilliant composer and violinist is at the peak of his career and wants to compose an opera he falls in love with a princess maruca who inspires and challenges him she is fascinated by enescu and his music
Aamar Boss,"Former investigative journalist, Susan, finds her past catching up with her when the people around her start dying. Fearing for her daughter's safety, Susan reaches out to her old friends.",30,former investigative journalist susan finds her past catching up with her when the people around her start dying fearing for her daughter s safety susan reaches out to her old friends
Sureshinteyum Sumalathayudeyum Hridayahariyaya Pranayakatha,"Story of A Girl Nandini who dreamed of becoming a doctor since childhood.She left no stone unturned to fulfill this dream. Always topper in school..Nandini got very good rank in medical entrance.But she could not get admission in any government college. Nandini is depressed and now she does not feel like anywhere.Her Friend Aditya gets admission in Law College and they both get separated. One day Nandini meets M.L.A Veer Partap and shouts at him in the midst of the crowd that so much effort, so much reading and writing is useless. Even after getting a good rank, she could not get admission and now he will have to get her admission done anywhere. Veer Partap's ego is hurt. Nandini gets admission in a Pvt Medical College by the influence of Veerpartap ,For this help Veerpartap wants to make physical relations with Nandini. When he tries to forcefully with Nandini, She spits on his face and runs away.In the night Four masked men enter her house kill her parents and took her at Veerpartap House.VeerPartap again tries Forcefully with her but she runs away. the goons of Veerpartap try to kill her but Williams saves her and took her to his house. Williams runs a NGO which helps the destitute girls to be established. William takes great care of her. Goons of Veerpartap tell Veerpartap that nandini has died. By the help of Williams Nandini goes to Germany for medical studies.. She has become a very famous doctor.After 15 years, on the request of Dr. Gupta, she comes to India again to perform the surgery of Health Minister Veer Partap.But during the surgery, she faints. Veer Partap dies. Investigation starts.The police get a call that Veer Partap must have died in the midst of surgery but it was a preplanned murder.Police investigates and Dr. Gupta, Nandini and the team of other doctors are accused of Veerpartap's murder.JudgeAditya is shocked to see Nandini alive in the court. The case goes on.The night before the surgery, a man named Anant gives Gupta a bag full of money, the video of which is caught by the police.But Gupta says that he has taken a bribe for some admissions in Medical colleges. and this money has no link with the case.The police could not prove anything else, Gupta is sentenced to 10 years in the bribery case and everyone else is proved innocent.Case gets closed. The police again get a call from the same man, saying that the murderer is very clever. The police are shocked.The combination of present and past plays in the story. Doctor Nandini, Dr gupta , PA ramnath ,Veer Partap's young wife and her mysterious boy friend, Maskman who calls the police, and Williams are under suspicion. The Suspense opens in the end",463,story of a girl nandini who dreamed of becoming a doctor since childhood she left no stone unturned to fulfill this dream always topper in school nandini got very good rank in medical entrance but she could not get admission in any government college nandini is depressed and now she does not feel like anywhere her friend aditya gets admission in law college and they both get separated one day nandini meets m l a veer partap and shouts at him in the midst of the crowd that so much effort so much reading and writing is useless even after getting a good rank she could not get admission and now he will have to get her admission done anywhere veer partap s ego is hurt nandini gets admission in a pvt medical college by the influence of veerpartap for this help veerpartap wants to make physical relations with nandini when he tries to forcefully with nandini she spits on his face and runs away in the night four masked men enter her house kill her parents and took her at veerpartap house veerpartap again tries forcefully with her but she runs away the goons of veerpartap try to kill her but williams saves her and took her to his house williams runs a ngo which helps the destitute girls to be established william takes great care of her goons of veerpartap tell veerpartap that nandini has died by the help of williams nandini goes to germany for medical studies she has become a very famous doctor after years on the request of dr gupta she comes to india again to perform the surgery of health minister veer partap but during the surgery she faints veer partap dies investigation starts the police get a call that veer partap must have died in the midst of surgery but it was a preplanned murder police investigates and dr gupta nandini and the team of other doctors are accused of veerpartap s murder judgeaditya is shocked to see nandini alive in the court the case goes on the night before the surgery a man named anant gives gupta a bag full of money the video of which is caught by the police but gupta says that he has taken a bribe for some admissions in medical colleges and this money has no link with the case the police could not prove anything else gupta is sentenced to years in the bribery case and everyone else is proved innocent case gets closed the police again get a call from the same man saying that the murderer is very clever the police are shocked the combination of present and past plays in the story doctor nandini dr gupta pa ramnath veer partap s young wife and her mysterious boy friend maskman who calls the police and williams are under suspicion the suspense opens in the end
Deviant,"In a remote clinic that was supposed to be a way out, terror awaits instead: doctors and nurses who don't hesitate to torment, leading to a deadly chase to survive the long night.",33,in a remote clinic that was supposed to be a way out terror awaits instead doctors and nurses who don t hesitate to torment leading to a deadly chase to survive the long night
bUMS,An ex-couple are both set to inherit a lot of money if they can spend the week together in a remote cabin getaway.,23,an ex couple are both set to inherit a lot of money if they can spend the week together in a remote cabin getaway
Abiding Nowhere,The story of a pregnant 14-year-old girl living in a Dominican sugar plantation.,13,the story of a pregnant year old girl living in a dominican sugar plantation
Rock,Three friends who set out on a quest for revenge from their peaceful village to Mexico City after losing everyone they love in a brutal drug-related massacre.,27,three friends who set out on a quest for revenge from their peaceful village to mexico city after losing everyone they love in a brutal drug related massacre
Tanz der Toten,Ray's arrival at a bunker disrupts Major Cross's team guarding a captured vampire queen. His presence tests loyalties as medical officer Starling and scientist Davis face decisions that could determine humanity's fate in the apocalypse.,35,ray s arrival at a bunker disrupts major cross s team guarding a captured vampire queen his presence tests loyalties as medical officer starling and scientist davis face decisions that could determine humanity s fate in the apocalypse
Sincerely Yours,"In order to avoid the resurrection of the demon, the immortal Bai Zihua led the immortal world to try to seal the demon again. He and his disciple, the orphan Hua Qiangu, develop a relationship, but face an even greater world crisis.",42,in order to avoid the resurrection of the demon the immortal bai zihua led the immortal world to try to seal the demon again he and his disciple the orphan hua qiangu develop a relationship but face an even greater world crisis
Diane von Furstenberg: Woman in Charge,"Benny goes on the search for his missing twin sister and ends up in Abbeville, a small town with dark secrets and a witch named Huggin Molly.",27,benny goes on the search for his missing twin sister and ends up in abbeville a small town with dark secrets and a witch named huggin molly
La Falla,"A child psychologist discovers a connection between a heart transplant recipient's recurring nightmare and a shocking crime, leading her to confront a killer and seek justice for the victim.",29,a child psychologist discovers a connection between a heart transplant recipient s recurring nightmare and a shocking crime leading her to confront a killer and seek justice for the victim
Trope,"In pursuit of professional success, Sophie left her personal life barren. As her high school reunion approaches, she feels compelled to present a successful image of her life and hires a stranger to play the role of her husband. However, as time passes and their 'relationship' continues, their connection starts to feel less like an act and more like reality..",60,in pursuit of professional success sophie left her personal life barren as her high school reunion approaches she feels compelled to present a successful image of her life and hires a stranger to play the role of her husband however as time passes and their relationship continues their connection starts to feel less like an act and more like reality
Sucho,"A popular female vlogger realizes too late that sharing her life online has, along with some perks, terrible downsides as well. In her constant search for validation, the answer she seeks may just be by simply facing the real world head-on. To add to her rather uneventful life as a social media manager for a company that sells beauty products made in Korea, FATIMA REGALA compensates by being a somewhat famous vlogger.",72,a popular female vlogger realizes too late that sharing her life online has along with some perks terrible downsides as well in her constant search for validation the answer she seeks may just be by simply facing the real world head on to add to her rather uneventful life as a social media manager for a company that sells beauty products made in korea fatima regala compensates by being a somewhat famous vlogger
Pavi Caretaker,"A family of five heads to their vacation home for their annual getaway from the city, only to discover unexpected visitors have taken over their property.",26,a family of five heads to their vacation home for their annual getaway from the city only to discover unexpected visitors have taken over their property
Thankamani,A romantic encounter at work turns worrisome as a relationship with a once-charming customer begins to reveal a hidden world of lies and secrets.,24,a romantic encounter at work turns worrisome as a relationship with a once charming customer begins to reveal a hidden world of lies and secrets
Riviera,"After his master's death, Pulao searches for a golden hoop's heir. With a playful monkey named Kong and brave girl Nuwa, they form an unlikely team on a mission to save her people in Ruibo City, despite their inexperience.",39,after his master s death pulao searches for a golden hoop s heir with a playful monkey named kong and brave girl nuwa they form an unlikely team on a mission to save her people in ruibo city despite their inexperience
Después,"A secret of turning flesh into glass breaks down _____'s reality when she trips in the BBQ Salon, busting rusting immortal goop onto the faces of herself, Movie Star, and Character Name. Blasts party murder of self inflicting wads of death are in the agenda after a green amulet confusion, forever, until the wood chipper reveals the dusty trick. But who are these men with Gartan Galtar and why do they dance so preciously?",74,a secret of turning flesh into glass breaks down s reality when she trips in the bbq salon busting rusting immortal goop onto the faces of herself movie star and character name blasts party murder of self inflicting wads of death are in the agenda after a green amulet confusion forever until the wood chipper reveals the dusty trick but who are these men with gartan galtar and why do they dance so preciously
Double Blended,Delves into Joran van der Sloot's lifelong pattern of violence and pathological lying through rare interviews and new insights years after he brutally murdered American Natalee Holloway and Peruvian Stephany Flores.,31,delves into joran van der sloot s lifelong pattern of violence and pathological lying through rare interviews and new insights years after he brutally murdered american natalee holloway and peruvian stephany flores
Torture the Flesh,"Grey is a flamboyant and charming twink, and his longtime best friend is Jonas, a heartthrob with a masculine appeal. While Jonas effortlessly navigates the gay dating scene, Grey struggles to find love.",33,grey is a flamboyant and charming twink and his longtime best friend is jonas a heartthrob with a masculine appeal while jonas effortlessly navigates the gay dating scene grey struggles to find love
IC9,"After the unexpected death of a close friend, Kristina (Nicole O'Neill) returns to her hometown looking for answers only to unearth a string of dark secrets. She soon realizes her life is also in danger the closer she gets to the truth.",42,after the unexpected death of a close friend kristina nicole o neill returns to her hometown looking for answers only to unearth a string of dark secrets she soon realizes her life is also in danger the closer she gets to the truth
La Familia,The film tells the story of the wrestling gold era of Puerto Rico. From the beginning to the End.,19,the film tells the story of the wrestling gold era of puerto rico from the beginning to the end
Powder Pup,"On the Sundarban Bali Island, over 500 people have been killed in attacks by tigers and crocodiles over the past 15 years. The widows of those men are called ""Baagh-vidhvas"" and have been allocated an entire portion of village separate for them. Intricacies of the lives of the Tiger Widows and power struggle that resides in the dense jungle of Sundarbans is the plot of this film. The very different rural lifestyle is the soul of Bonbibi.",77,on the sundarban bali island over people have been killed in attacks by tigers and crocodiles over the past years the widows of those men are called baagh vidhvas and have been allocated an entire portion of village separate for them intricacies of the lives of the tiger widows and power struggle that resides in the dense jungle of sundarbans is the plot of this film the very different rural lifestyle is the soul of bonbibi
Black Magic Baby,"A new version of William Shakespeare's classic ""Romeo and Juliet"" in which Romeo, an expert skater, is enthralled by Julia, a Roma girl who seeks freedom from her background.",29,a new version of william shakespeare s classic romeo and juliet in which romeo an expert skater is enthralled by julia a roma girl who seeks freedom from her background
Mother Mother,"When students and professors alike advocate for just causes, they are typically celebrated. Not so in the case of Palestine. This doc examines why.",24,when students and professors alike advocate for just causes they are typically celebrated not so in the case of palestine this doc examines why
Rhapsody in Justice,"A group of friends get together for the annual Halloween party, but are interrupted by mysterious visitors.",17,a group of friends get together for the annual halloween party but are interrupted by mysterious visitors
Mia,A man and wife must take on dangerous force which threatens to destroy their lives.,15,a man and wife must take on dangerous force which threatens to destroy their lives
Wishbone,"Petthaperumal and Paandi, a happily married couple, who are pressured to conceive a baby, and how this affects their bond.",20,petthaperumal and paandi a happily married couple who are pressured to conceive a baby and how this affects their bond
Kral Sakir: Devler Uyandi,"Dunya Varmis begins 24 hours before a deadly pandemic threatens to wipe out all life on Earth. A secret organization known as ""The Ancients,"" possessing knowledge of future events, constructs a hidden sanctuary for a select group of individuals to survive the impending apocalypse. As the chosen ones gather in the sanctuary, disguised as a luxurious hotel, they face days filled with suspense, intrigue, and unexpected revelations.",67,dunya varmis begins hours before a deadly pandemic threatens to wipe out all life on earth a secret organization known as the ancients possessing knowledge of future events constructs a hidden sanctuary for a select group of individuals to survive the impending apocalypse as the chosen ones gather in the sanctuary disguised as a luxurious hotel they face days filled with suspense intrigue and unexpected revelations
"Mr. Johnston, Don't Torment Her",The romantic reunion of Ben Santhanaraj and Suzanne Hopper is thwarted when Suzanne's boss asks her to work during their holiday road trip.,23,the romantic reunion of ben santhanaraj and suzanne hopper is thwarted when suzanne s boss asks her to work during their holiday road trip
Polar,"On the night of her scheduled execution, Mia tells her story to police detectives of how she went from internet influencer to serial killer. With the clock ticking, Mia plays a game of cat and mouse as the detectives try to discover the name of her accomplice before time runs out.",51,on the night of her scheduled execution mia tells her story to police detectives of how she went from internet influencer to serial killer with the clock ticking mia plays a game of cat and mouse as the detectives try to discover the name of her accomplice before time runs out
Sword of God,The Andromeda saga continues as a space marine tracks down a secret weapon that can help save a dying galaxy.,20,the andromeda saga continues as a space marine tracks down a secret weapon that can help save a dying galaxy
Members Club,"A story of forbidden love, all American boy meets Muslim girl with a compelling twist.",15,a story of forbidden love all american boy meets muslim girl with a compelling twist
Behuli from Meghauli,Future Only 100% Bad souls existed in earth,8,future only bad souls existed in earth
Strike: An Uncivil War,"Life does not spoil the wayward stove-maker Agniya - she lives in the Far North in a dilapidated, poorly heated house, fishes in an ice hole and raises her son alone. Seasonal work does not make it possible to save up for new housing, and the local head of administration Boris is in no hurry to resettle people. Having agreed to Boris proposal to build a stove in his hut, Agniya gradually falls in love with him, but in the end uses him to achieve her main goal - to move to a new apartment. And he does it in a very unusual way.",104,life does not spoil the wayward stove maker agniya she lives in the far north in a dilapidated poorly heated house fishes in an ice hole and raises her son alone seasonal work does not make it possible to save up for new housing and the local head of administration boris is in no hurry to resettle people having agreed to boris proposal to build a stove in his hut agniya gradually falls in love with him but in the end uses him to achieve her main goal to move to a new apartment and he does it in a very unusual way
Turning,"Marianne, an archaeologist, picks up her late mother's research and becomes obsessed with the Fanum Voltumnae, an ancient Etruscan sacred site. As she investigates, she grapples with inner turmoil and her love for scientist Elisabetta.",35,marianne an archaeologist picks up her late mother s research and becomes obsessed with the fanum voltumnae an ancient etruscan sacred site as she investigates she grapples with inner turmoil and her love for scientist elisabetta
On Saniye,"A man's romance with an enigmatic woman leads him down a dark path as he faces terrifying events, vanishings, and heartbreak while urgently trying to uncover her true nature in this eerie Telugu fantasy romance.",35,a man s romance with an enigmatic woman leads him down a dark path as he faces terrifying events vanishings and heartbreak while urgently trying to uncover her true nature in this eerie telugu fantasy romance
La mitad de Ana,"A lawyer travels to the south of Spain with her friends for a wine tour, but not everything goes according to plan. She meets her ex-partner by surprise.",28,a lawyer travels to the south of spain with her friends for a wine tour but not everything goes according to plan she meets her ex partner by surprise
Purgatory Station,"Ion Meda, a senator "" all-knowing "" who goes to a small provincial town (Targu Mic!) to ensure the success of an auction. There he has to face, with or without quotes, several opponents: the mayor, the local press .",40,ion meda a senator all knowing who goes to a small provincial town targu mic to ensure the success of an auction there he has to face with or without quotes several opponents the mayor the local press
Turkish Tharkkam,Records the highs and lows of a season that came close to winning the championship. Chronicles the 40-year love affair between a struggling blue-collar city and a perfectly matched blue-collar team.,31,records the highs and lows of a season that came close to winning the championship chronicles the year love affair between a struggling blue collar city and a perfectly matched blue collar team
Deeper,"On the same day as two terrorist attacks in Copenhagen, the newspaper owner and editor-in-chief of the 'Copenhagen Daily News', is trying to figure out how to save his family legacy.",31,on the same day as two terrorist attacks in copenhagen the newspaper owner and editor in chief of the copenhagen daily news is trying to figure out how to save his family legacy
Osaka,"Scientists investigate the threat of microplastics in human bodies. Journalist visits labs and undergoes testing to find plastic in home, food and body.",23,scientists investigate the threat of microplastics in human bodies journalist visits labs and undergoes testing to find plastic in home food and body
J Loop,"Oom has no papers or formal training but is good at caring for the elderly and disabled. When his situation as a caregiver in the mountains becomes too much for him, he has to choose between survival or dignity.",39,oom has no papers or formal training but is good at caring for the elderly and disabled when his situation as a caregiver in the mountains becomes too much for him he has to choose between survival or dignity
Songs of Slow Burning Earth,"A chilling silence follows a girl's disappearance in a haunted forest. Prompting her brother to brave the dark woods, he unveils the secrets that lurk beneath, and a chilling mystery awaits.",31,a chilling silence follows a girl s disappearance in a haunted forest prompting her brother to brave the dark woods he unveils the secrets that lurk beneath and a chilling mystery awaits
Permafrost,"Brother and sister, Daphnis and Chloe Waterspoon are wealthy art collectors who live together in the New York City area. They share an ugly and brutal hobby-they lure unknowing people into sex and then murder them.",36,brother and sister daphnis and chloe waterspoon are wealthy art collectors who live together in the new york city area they share an ugly and brutal hobby they lure unknowing people into sex and then murder them
Bro Code,The Purple Pie Place is a seasonal business that started in 1981. This is their 2022 season.,17,the purple pie place is a seasonal business that started in this is their season
The Umesh Chronicles,"Irene is a lonely ornithologist in her 50s who, during a secret research mission in the Brazilian Rainforest, embarks on a sensory journey to reclaim her desires, facing her dilemmas that confront the illegal trafficking of wild birds.",38,irene is a lonely ornithologist in her s who during a secret research mission in the brazilian rainforest embarks on a sensory journey to reclaim her desires facing her dilemmas that confront the illegal trafficking of wild birds
Aliens Return,"A young woman finds a way to resurrect the lover she lost to suicide, with devastating, unforeseen consequences.",18,a young woman finds a way to resurrect the lover she lost to suicide with devastating unforeseen consequences
The Reserve,"Ali, an amateur actor, gets caught up in a bizarre situation after he posts a compromising selfie on social media. The photo captures Sam with his mistress, Ibtissam. To protect Sam, Ali is asked to pose as her lover. Tricked into believing he is auditioning for a film, Ali agrees to take on the ""role."" But Ibtissam is kidnapped by a gang, plunging Ali and his friends into a dangerous adventure.",71,ali an amateur actor gets caught up in a bizarre situation after he posts a compromising selfie on social media the photo captures sam with his mistress ibtissam to protect sam ali is asked to pose as her lover tricked into believing he is auditioning for a film ali agrees to take on the role but ibtissam is kidnapped by a gang plunging ali and his friends into a dangerous adventure
Mukidi,"The four disciples of Sun Wukong arrive at the Lion Camel Ridge and encounter the Lion Monster, Elephant Monster, and Dapeng Monster. Tang Monk falls into the trap of the demon in order to influence it, but ends up with a flaw.",42,the four disciples of sun wukong arrive at the lion camel ridge and encounter the lion monster elephant monster and dapeng monster tang monk falls into the trap of the demon in order to influence it but ends up with a flaw
Just a Couple of Days,"Apartheid may have fallen, but its shadow still lingers. A definitive documentary on one of history's most brutal regimes, revealing how its dark legacy continues to shape the nation today. (2025 OSCARS® Longlist: Documentary Feature)",35,apartheid may have fallen but its shadow still lingers a definitive documentary on one of history s most brutal regimes revealing how its dark legacy continues to shape the nation today oscars longlist documentary feature
My Redneck Neighbor: Chapter 2 - Let the Games Begin,"Anna is independent and principled, she uses a wheelchair, but does not stop in the face of difficulties, inspires others and always relies only on herself. While working as a psychologist in a rehabilitation center, she meets young Maksim, who has just gotten a job at a social center. Maksim was raised by his grandmother. Young, frivolous and irresponsible. This acquaintance will forever change both the fate of the heroes and their worldview.",73,anna is independent and principled she uses a wheelchair but does not stop in the face of difficulties inspires others and always relies only on herself while working as a psychologist in a rehabilitation center she meets young maksim who has just gotten a job at a social center maksim was raised by his grandmother young frivolous and irresponsible this acquaintance will forever change both the fate of the heroes and their worldview
Christmas Balls,"The small town of Forrest Lakes faces terrifying incidents linked to the legend of a bullied child's vengeful spirit, exacting revenge on the camp where he was killed years ago.",30,the small town of forrest lakes faces terrifying incidents linked to the legend of a bullied child s vengeful spirit exacting revenge on the camp where he was killed years ago
Who Killed Terrance Brown?,A lonely young man introduces his new girlfriend to his parents and they immediately hate her for no reason.,19,a lonely young man introduces his new girlfriend to his parents and they immediately hate her for no reason
The Redemption of Sin,"The world has changed, the human and vampire races live together on a daily basis. The blood that vampires drink is artificial. They no longer go out hunting and their blood becomes precious because it preserves human life for much longer.",41,the world has changed the human and vampire races live together on a daily basis the blood that vampires drink is artificial they no longer go out hunting and their blood becomes precious because it preserves human life for much longer
Henry Fonda for President,"Willing to do anything for money and fame, Lucky and Billie fake their love and eventually become a real couple, willing to sacrifice their dreams of success for real love and real life music.",34,willing to do anything for money and fame lucky and billie fake their love and eventually become a real couple willing to sacrifice their dreams of success for real love and real life music
Lolipop Gang,"Kathryn Joy was 3 months old when their father killed their mother. He served just 22 months and by age four, Kathryn was back living with him in the house he killed their mother in, with little knowledge of what happened.",41,kathryn joy was months old when their father killed their mother he served just months and by age four kathryn was back living with him in the house he killed their mother in with little knowledge of what happened
Blur: Live at Wembley Stadium,A nationally renowned therapist explores the passions and erotic boundaries of her clients while coping with personal demons of her own.,21,a nationally renowned therapist explores the passions and erotic boundaries of her clients while coping with personal demons of her own
Concepción,"Explores Ilana Glazer's high school experiences, tackling life's realities, and her journey as an unconventional mother who uses marijuana.",19,explores ilana glazer s high school experiences tackling life s realities and her journey as an unconventional mother who uses marijuana
Ebony Hustle 2: Ballistic Protection,"To save her job, a school teacher travels to the south of Bhutan in search of her doppelganger.",18,to save her job a school teacher travels to the south of bhutan in search of her doppelganger
Moshimo Tokugawa Ieyasu Ga Souridaijin Ni Nattara,"Passionate about sailing, Jean-Paul passes a difficult pass. He accumulates debts and moves away from his own. Determined to take his life into his own hands, he enrolled in Virtual Regatta the virtual race of the Vendée Globe. He puts himself in the conditions of a real skipper by insulating himself for 3 months on his boat in his garden - This trip like no other, will allow him to reconnect with his family but above all with himself.",79,passionate about sailing jean paul passes a difficult pass he accumulates debts and moves away from his own determined to take his life into his own hands he enrolled in virtual regatta the virtual race of the vend e globe he puts himself in the conditions of a real skipper by insulating himself for months on his boat in his garden this trip like no other will allow him to reconnect with his family but above all with himself
Witches' Well,"Valdis returns after 20 years, his memory restored, but his hometown transformed. Despite the changes, his friends Märt and Ott guide him through rediscovering life's joys in this time-lapse comedy-drama.",30,valdis returns after years his memory restored but his hometown transformed despite the changes his friends m rt and ott guide him through rediscovering life s joys in this time lapse comedy drama
Lightscape,"Scientists use nanotechnology to shrink a shark, which is injected into a person to cure a rare blood disorder. When the shark does more harm than good, a team of adventurers enters the bloodstream to kill the smallest shark ever.",40,scientists use nanotechnology to shrink a shark which is injected into a person to cure a rare blood disorder when the shark does more harm than good a team of adventurers enters the bloodstream to kill the smallest shark ever
A Grand Mockery,"A group of friends find themselves stranded in an island village during the three days it's believed to be haunted by vengeful spirits, forcing them to confront the dark secrets behind the village's eerie traditions",35,a group of friends find themselves stranded in an island village during the three days it s believed to be haunted by vengeful spirits forcing them to confront the dark secrets behind the village s eerie traditions
Shannon Matthews the Musical the Movie,"This world-renowned institution is where legends jam, and find inspiration. This documentary chronicles the shop's unique spirit, as Norman Harris, its beloved founder, faces retirement, marking a turning point for this cultural haven.",33,this world renowned institution is where legends jam and find inspiration this documentary chronicles the shop s unique spirit as norman harris its beloved founder faces retirement marking a turning point for this cultural haven
Chris Bumstead's the Raw Story,"In the midst of the war in Gaza during the Second Intifada in 2003, two boys, one Palestinian and one Israeli, along with a former surfing champion, form a friendship united by the love of water and learn from each other.",41,in the midst of the war in gaza during the second intifada in two boys one palestinian and one israeli along with a former surfing champion form a friendship united by the love of water and learn from each other
Cidade; Campo,Marcin is an egocentric actor who has to face the unexpected breakdown of a long-term relationship. During three different stage performances fantasy mixes with the prose of the life of a separating couple.,33,marcin is an egocentric actor who has to face the unexpected breakdown of a long term relationship during three different stage performances fantasy mixes with the prose of the life of a separating couple
The Devil and Red Wine,"Eid, a young man from Rahat, was sexually assaulted as a child and dreams of creating theater. When his parents arrange his marriage against his will, he fights for his freedom and dreams within Bedouin society.",36,eid a young man from rahat was sexually assaulted as a child and dreams of creating theater when his parents arrange his marriage against his will he fights for his freedom and dreams within bedouin society
Horizonte,Riya is a widow who lost her husband and daughter became insane. For years she was alone in one place waiting for revenge.,23,riya is a widow who lost her husband and daughter became insane for years she was alone in one place waiting for revenge
Preminchoddu : Don't Love,A retired all female heist crew is reactivated after 16yrs when the partner who took the fall is released from prison.,21,a retired all female heist crew is reactivated after yrs when the partner who took the fall is released from prison
Wanderer,Movie explores the mother-daughter relations as well as an and IVF journey.,12,movie explores the mother daughter relations as well as an and ivf journey
Grüsse vom Mars,"Follows the life and career of Madame Durocher, first woman to be accepted in the Brazilian Medical Academy.",18,follows the life and career of madame durocher first woman to be accepted in the brazilian medical academy
Not My Day,"Elena dreams being a model but in her attempt to achieve it she meets Christofer a renowned photographer who seems to be her path to success, he meets her to a photoshoot, after meeting she begins to feel suspicious of something bad.",42,elena dreams being a model but in her attempt to achieve it she meets christofer a renowned photographer who seems to be her path to success he meets her to a photoshoot after meeting she begins to feel suspicious of something bad
Spring Garden,"Investigates toxic chemicals that have sparked an international health and environmental catastrophe, and examines a decades-long battle between some of the world's largest chemical companies and the contaminated communities fighting for",31,investigates toxic chemicals that have sparked an international health and environmental catastrophe and examines a decades long battle between some of the world s largest chemical companies and the contaminated communities fighting for
Lagan Special,Follows a modest middle-aged man who's neighborhood's peace is disrupted when a gang of menacing neighbors take over the street.,20,follows a modest middle aged man who s neighborhood s peace is disrupted when a gang of menacing neighbors take over the street
The Omicron Killer,A teen rebel and a runaway bride meet up as strangers in Amsterdam and form an unlikely bond.,18,a teen rebel and a runaway bride meet up as strangers in amsterdam and form an unlikely bond
Beyond the Tree Line,"A local club promoter in Rochester, New York defies the orders of his boss and attempts to open up his own club.",22,a local club promoter in rochester new york defies the orders of his boss and attempts to open up his own club
Amityville AI,"Sava, her mother and little brother live in a skyscraper in Belgrade. That normal life is interrupted by the bombing of Serbia. A shelter becomes his new home and Milica, the daughter of the priest he is in love with, leaves the country.",43,sava her mother and little brother live in a skyscraper in belgrade that normal life is interrupted by the bombing of serbia a shelter becomes his new home and milica the daughter of the priest he is in love with leaves the country
Musafiraa,"An actor with an illustrious career decides to write, direct, and act in a film that will inevitably bring him closer to his own demise before revealing that his truth may actually be far from what he has become.",39,an actor with an illustrious career decides to write direct and act in a film that will inevitably bring him closer to his own demise before revealing that his truth may actually be far from what he has become
Jolly O Gymkhana,"An in-depth look at the world's biggest MMA organisation, the UFC. With international stars like, Leon Edwards, Tom Aspinall and Ilia Topuria, we look at how the company grew from an idea to a $21 billion enterprise",37,an in depth look at the world s biggest mma organisation the ufc with international stars like leon edwards tom aspinall and ilia topuria we look at how the company grew from an idea to a billion enterprise
Chithini,"Self-centered Solomon Lynch takes a journey through his past, present, and future. But it takes more than Christmas spirit to set things right in this story of hope, faith, and redemption.",31,self centered solomon lynch takes a journey through his past present and future but it takes more than christmas spirit to set things right in this story of hope faith and redemption
The Girl in the Trunk,"In the summer of 2005, two children living in a small town embark on a difficult journey from Samsun/Ladik to Istanbul to reach the movie star Meryem, whom Alper falls in love with.",33,in the summer of two children living in a small town embark on a difficult journey from samsun ladik to istanbul to reach the movie star meryem whom alper falls in love with
The Sweet Life,"Alex and Maria, two yuppies, are planning a baby. But this is not simple, because the two are crushed by jobs and daily stress. Desperate, they hire a surrogate mother.",30,alex and maria two yuppies are planning a baby but this is not simple because the two are crushed by jobs and daily stress desperate they hire a surrogate mother
Dying to Love You,"In the wake of cancel culture, an actor flees to Florida and finds an unexpected refuge and redemption in the company of a divorced woman.",25,in the wake of cancel culture an actor flees to florida and finds an unexpected refuge and redemption in the company of a divorced woman
Murderfest,"A dark and reserved look into the working of a state run psychiatric hospital, following the patients and the staff that cares for them. A place no one wants to admit exists.",32,a dark and reserved look into the working of a state run psychiatric hospital following the patients and the staff that cares for them a place no one wants to admit exists
Mr. Sandman,"A documentary on transidentity in Israel, in which several transgender people talk about their life. The title refers to an urban legend about a young trans woman who reportedly fled Gaza for Tel Aviv.",34,a documentary on transidentity in israel in which several transgender people talk about their life the title refers to an urban legend about a young trans woman who reportedly fled gaza for tel aviv
Evil Among Us: The Grim Sleeper,An aspiring filmmaker documents a road trip with his girlfriend but discovers he's not the only one filming them.,19,an aspiring filmmaker documents a road trip with his girlfriend but discovers he s not the only one filming them
Cold Betrayal,"A talented young music artist is presented with a life changing opportunity. As he attempts to take steps towards his future, inner-city trappings and his past are holding him back. Will he be strong enough to make it out?",39,a talented young music artist is presented with a life changing opportunity as he attempts to take steps towards his future inner city trappings and his past are holding him back will he be strong enough to make it out
Stray Bodies,"In a world of free-flying souls, three young adults navigate between reality and the astral plane. Moving souls across timelines is forbidden, and breaking this law brings serious consequences.",29,in a world of free flying souls three young adults navigate between reality and the astral plane moving souls across timelines is forbidden and breaking this law brings serious consequences
